Post_Id,PostDate,Title,AccountName,BenefitType,MapCoordinates,SpecialOccasion,AddressArea,InterestCategoryIds,AreaIds,Audience,Type_Event,Type_Benefit,FeaturedImage,Picture1,Picture2,AccountId,Summary,Description,AddressText,AddressLandmark,AddressPinCode,LinkToMap,Parking,Telephone,StartDate,EndDate,BenefitCode,BenefitDescription,PaymentRequired,PriceFull,PriceAfterDiscount,PricePercentageDiscount,FullDayEvent,URLWebPage,URLFacebookPage,URLOfferPage,AreaEntireCity
2519,"2017-09-20 09:39:19","Excel Sense - ADVANCED MS EXCEL TRAINING at Tatthastu",Tatthastu,,"a:3:{s:7:""address"";s:120:""12A, Rajdarshan Building, Off Dada Patil wadi, Opp Platform no 1,, Station Road, Thane (West), Thane, Maharashtra 400602"";s:3:""lat"";s:10:""19.1862392"";s:3:""lng"";s:17:""72.97378800000001"";}",,,95,,"90,91,92,93",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/apple-1850613_1920.jpg,,,2487,"Advanced Excel Courseware","Improve your productivity and set yourself apart with advanced Excel training courses from Tatthastu","12A, Rajdarshan Building,
Off Dada Patil wadi,
Opp Platform no 1,,
Station Road, Thane (West),
Thane, Maharashtra 400602
","Thane West",,1,0,9930740099/9820104106,"2017-09-20 16:00:00","2017-12-20 16:00:00",,"Duration: 30 Hours (Hands On Practicals)
",1,15000,12750,15,,http://www.tatthastu.org,https://www.facebook.com/tatthastu/,,1
2522,"2017-09-20 09:51:44","Tatthastu-Goal Setting Miracles!",Tatthastu,,"a:3:{s:7:""address"";s:121:"" 12A, Rajdarshan Building, Off Dada Patil wadi, Opp Platform no 1,, Station Road, Thane (West), Thane, Maharashtra 400602"";s:3:""lat"";s:10:""19.1862392"";s:3:""lng"";s:17:""72.97378800000001"";}",,,95,,"89,90,91,92,93",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/pexels-photo-242494.jpeg,,,2487,"Direct your life and become the architect of your own life","Goal Setting – Would you watch a football game if there were no goals? Would you sit in a cab if you did not know where it will take you? Yet we live our life without any idea where we are going.
Learn the most important step in taking charge of your life
Direct your life and become the architect of your own life
","12A, Rajdarshan Building,
Off Dada Patil wadi,
Opp Platform no 1,,
Station Road, Thane (West),
Thane, Maharashtra 400602
","Thane West",,1,0,"9930740099 / 8080133399 / 7700011249","2017-09-20 16:00:00","2017-12-20 17:00:00",,"Duration: 6 Hours",1,6000,5100,15,,http://www.tatthastu.org,https://www.facebook.com/tatthastu/,,1
2526,"2017-09-20 10:12:38","Handle Your Emotions Better‎-Tatthastu",Tatthastu,,"a:3:{s:7:""address"";s:121:"" 12A, Rajdarshan Building, Off Dada Patil wadi, Opp Platform no 1,, Station Road, Thane (West), Thane, Maharashtra 400602"";s:3:""lat"";s:10:""19.1862392"";s:3:""lng"";s:17:""72.97378800000001"";}",,,95,,"91,92,93",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/smilies-funny-emoticon-faces-160760.jpeg,,,2487,"Emotional Intelligence Training for people management skills to give you the ability to be aware of and manage ones and others emotions.","Sometimes, our emotions get the better of us. We say things that we never meant or do things that can permanently hurt the emotions of the other person. In a fit of anger or emotional outbursts, we make mistakes that are afterwards very difficult to rectify and at times, the damage is irreversible.
Under stress we may tend to hurt the feeling of other person. The stress that a person has may
later lead to depression. Your ability to control your emotions and perform under stress is more
important than your Intelligence. Learn to use your rational mind and take charge of your
emotions. Stay in control no matter the situation.Learn to develop your Emotional Intelligence and gain better control over your rational mind compared to the animal mind.
","12A, Rajdarshan Building,
Off Dada Patil wadi,
Opp Platform no 1,,
Station Road, Thane (West),
Thane, Maharashtra 400602
","Thane West",,1,0,"9930740099 / 8080133399 / 7700011249","2017-09-20 16:00:00","2017-12-31 16:00:00",,"Duration: 8 Hours",1,5000,4250,15,,http://www.tatthastu.org,https://www.facebook.com/tatthastu/,,1
2529,"2017-09-20 10:34:35","Tatthastu-Want to Ace your Negotiating Skills?",Tatthastu,,"a:3:{s:7:""address"";s:119:"" 12A, Rajdarshan Building, Off Dada Patil wadi, Opp Platform no 1,Station Road, Thane (West), Thane, Maharashtra 400602"";s:3:""lat"";s:10:""19.1862392"";s:3:""lng"";s:17:""72.97378800000001"";}",,,95,,"90,91,92,93",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/pexels-photo-327538.jpeg,,,2487,"Improve your negotiating skills and learn what really interests people in a negotiation. Understand your negotiating style, and how to influence others who have differing styles.","Are you the type of person who lets others decide what is the value of things? Or are you the type who knows the value of things?Are you willing to pay more for something than its actual worth?Or will you negotiate?Who decides what you are worth?
Learn to negotiate to get a better deal whether in salary or in business or in a contract or on delivery terms or in pricing. Learn the fine art of negotiation to get a better deal and get what you are truly worth!
","12A, Rajdarshan Building,
Off Dada Patil wadi,
Opp Platform no 1,,
Station Road, Thane (West),
Thane, Maharashtra 400602
","Thane West",,1,0,"9930740099 / 8080133399 / 7700011249","2017-09-20 16:00:00","2017-12-31 18:00:00",,"Duration: 7 Hours",1,5000,4250,15,,http://www.tatthastu.org,https://www.facebook.com/tatthastu/,,1
2532,"2017-09-20 11:06:25","Tatthastu-Enhance Your Digital Marketing Know How",Tatthastu,,"a:3:{s:7:""address"";s:120:""12A, Rajdarshan Building, Off Dada Patil wadi, Opp Platform no 1,, Station Road, Thane (West), Thane, Maharashtra 400602"";s:3:""lat"";s:10:""19.1862392"";s:3:""lng"";s:17:""72.97378800000001"";}",,,95,,"91,92,93",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/online-marketing-1246457_1920.jpg,,,2487,"It's Not As Difficult As You Think","Learn to track online trends in any given industry as they change daily, weekly and monthly, as well as monitor what drives traffic to and from websites, social networks, internet forums, and so on. 
Tatthastu's Digital Marketing Foundation Courseware is designed and updated as per latest digital marketing industry standards and thus refreshed with the advancements in the subject.","12A, Rajdarshan Building,
Off Dada Patil wadi,
Opp Platform no 1,,
Station Road, Thane (West),
Thane, Maharashtra 400602","Thane West",,1,0,"9930740099 / 8080133399 / 7700011249","2017-09-20 17:00:00","2017-12-20 18:00:00",,"Duration: 40 Hours",1,25000,21250,15,,http://www.tatthastu.org,https://www.facebook.com/tatthastu/,,1
2560,"2017-09-20 12:24:33","Whatta Waffle!","Whatta Waffle!",,"a:3:{s:7:""address"";s:71:""Shop No.11, Goldcroft CHS Ltd, Hiranandani Estate, Thane (West)- 400607"";s:3:""lat"";s:9:""19.258515"";s:3:""lng"";s:17:""72.98484699999995"";}",,,100,,"89,90,91,92,93,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/21768396_1517050415041204_5357077969676952594_n.png,,,2558,"We serve the best Waffles, Pancakes, Thick Shakes etc in Thane","Located in Hiranandani Estate, Whatta Waffle serves a wide range of Sweet & Savoury Waffles. 
We also serve a large variety of Pancakes, Thick Shakes, Iced Teas and other beverages. ","Shop No.11, Goldcroft CHS Ltd, Hiranandani Estate, Thane (West)- 400607","Hiranandani Estate",,1,0,"8898551155/ 8898553355","2017-09-20 18:00:00","2017-12-20 18:00:00",,"This offer cannot be clubbed with any other offer. 
This offer cannot be availed on Weekends and National/ State Holidays. 
",1,150,135,10,,,,,1
2535,"2017-09-20 12:41:13","A picture worth a thousand words-Magic Pixels","Magic Pixels",,"a:3:{s:7:""address"";s:82:""Shop no 3, Near Nakhwa High School, Lokmanya Tilak Road, Thane, Maharashtra 400603"";s:3:""lat"";s:9:""19.182388"";s:3:""lng"";s:17:""72.97704499999998"";}",,,99,,"87,88,89,90,91,92,93,94,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/WhatsApp-Image-2017-10-05-at-11.27.15-AM.jpeg,,,2533,"Capture that eternal bliss of your moments until the end of time. Take an instant out of time, altering the life by holding it still. ","Capture that eternal bliss of your moments until the end of time. Take an instant out of time, altering the life by holding it still. Click every moment of your life which adds the fresh page in your life. A new story to tell. A journey to unravel. ","Shop no 3, Near Nakhwa High School, Lokmanya Tilak Road, Thane, Maharashtra 400603","Near Nakhwa High School",,1,0,"091679 11698","2017-09-20 19:00:00","2017-12-31 18:00:00",,"1. 20% discount on portfolio.
 2. 30 % discount on Pre wedding shoot.
 3. 10% discount on Wedding shoot packages.
 4. 20% discount on parties package shoot.
 5. 35% discount on Candid photo shoot.
 6. 40% discount on Combo wedding packages.
 7.10% discount on destination wedding shoot.",1,,200,40,,,,,1
2544,"2017-09-20 12:54:35","Stronger the Teeth, Better the Health-Multispeciality Dental Clinic","Multispeciality Dental Clinic",,"a:3:{s:7:""address"";s:104:""1st Floor, Neelam Building, Opp. S.B.I., Gurukul Soc.Lane, Panchpakhadi,Thane - West, Maharashtra 400602"";s:3:""lat"";s:9:""19.195294"";s:3:""lng"";s:17:""72.96556799999996"";}",,,97,,"87,88,89,90,91,92,93,94,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/teeth-1652976_1920.jpg,,,2542,"A genuine smile comes from the heart, but a healthy smile comes from a good dental care","You know the famous quote, ""Dentistry is not expensive, but the neglect is"" Don't neglect your dental health as strong teeth is a key to healthy life. Multispeciality Dental Clinic knows this and offers Minimum 20% discount on all services.","1st Floor, Neelam Building, Opp. S.B.I., Gurukul Soc.Lane, Panchpakhadi, Thane - West, Maharashtra 400602",Panchpakhadi,,1,0,"022 6528 0733","2017-09-20 19:00:00","2017-12-20 19:00:00",,"20% discount on all services.",1,,,20,,,,,1
2579,"2017-09-21 13:12:23","Adlabs Imagica- Fun Awaits here!","Adlabs Imagica",,"a:3:{s:7:""address"";s:47:""Imagica Theme Park, Khopoli, Maharashtra, India"";s:3:""lat"";s:10:""18.7679425"";s:3:""lng"";s:17:""73.28211349999992"";}",,,25,,"89,90,91,92,93,94,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/banner_earlybird_tp_2.jpg,,,1977,"Avail fun-filled and adventure-packed experience at Imagica – India's favourite holiday destination. 


Adlabs Imagica offers irresistible offer for all DigiThane cardholders and their families to cherish the memories at Imagica","THEME PARK

With 24 indoor & outdoor rides and attractions, and 5 F&B outlets to choose from, Imagica Theme Park is the perfect destination for friends and family alike. From easy rides such as The Magic Carousel, Tubbby Takes Off and Wagon-O-O-Wheels for your tiny tots, attractions like Mr India, I For India and Rajasaurus have something for everyone in the family. For the thrill seekers, there are massive roller coasters and high-speed adventurous rides such as Scream Machine, Nitro and Gold Rush Express. Imagica has it all ! 

WATER PARK

Located next to the Theme Park is the Imagica Water Park. Inspired by the Greek Mykonos theme, Imagica Water Park welcomes visitors with 14 thrilling rides like the Loopy Woopy, Swirl Whirl, Twisty Turvy and 7 exciting restaurants that will entertain your stomach in every way. The chilled out vibe at this day party destination just makes you want to ‘Go with the Flow’. 
","Adlabs Imagica, Sangadewadi, Maharashtra, India","Adlabs Imagica",,1,0,"+91 (22) 42130405 / 62552930","2017-09-21 19:00:00","2018-03-31 18:00:00",,"Just book your travel at www.adlabsimagica.com and get Forty Percent (40%) Flat discount on Express ticket of the Theme park and Waterpark.
This Offer is not valid on Tuesday at the Theme park & on Wednesday at the Waterpark and selected Blackout days
Two offers cannot be clubbed together.
This Offer is available only for online booking of tickets on “www.adlabsimagica.com” 
This Offer is applicable only on the entry ticket to the Parks. This Offer is not available on food and other add-on activities/ Packages available at the website/ Park.
Child Ticket for children from 5 to 12 years at Theme park and Waterpark.",1,,,40,,https://www.adlabsimagica.com/,https://www.facebook.com/AdlabsImagica/,,1
2582,"2017-09-21 13:04:47","Winter Is here at Adlabs Imagica!","Adlabs Imagica",,"a:3:{s:7:""address"";s:47:""Imagica Theme Park, Khopoli, Maharashtra, India"";s:3:""lat"";s:10:""18.7679425"";s:3:""lng"";s:17:""73.28211349999992"";}",,,25,,"90,91,92,93,94,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/banner_chillhojao_1.jpg,,,1977,"Now in scorching heat experience the snow!
Avail haily and snow-packed experience at Imagica – India's favourite holiday destination. Experience the snow!


Adlabs Imagica offers irresistible offer for all DigiThane cardholders and their families to cherish the memories at Imagica","Imagica is a magical & fun-filled world of its own, offering entertainment, fun, relaxation, dining and shopping at a single location.
Offering a world class Theme Park, international standard Water Park, India’s largest themed Snow Park & first theme park hotel - the luxurious Novotel Imagica, we are India’s favorite family holiday destination. Imagica is located off the Mumbai - Pune expressway at Khopoli approximately a 90 minute drive from Mumbai & Pune. Spread over 130 acres this ‘all weather family entertainment destination’ provides interesting experiences to all its guests, 365 days a year. 

Spread over 30,000 sq feet, Imagica Snow Park is India’s largest themed, with real snow fall and a 50 foot dome. ","Adlabs Imagica, Sangadewadi, Maharashtra, India","Adlabs Imagica",,1,0,"(022) 42130405 / 62552930","2017-09-21 19:00:00","2018-03-31 16:00:00",,"Just book your travel at www.adlabsimagica.com and get 
Twenty Percent (20%) Flat discount on a Regular ticket of the Theme park, Waterpark and Snowpark.
This Offer is not valid on Tuesday at the Theme park & on Wednesday at the Waterpark and selected Blackout days.
Two offers cannot be clubbed together.
This Offer is available only for online booking of tickets on “www.adlabsimagica.com” 
This Offer is applicable only on the entry ticket to the Parks. This Offer is not available on food and other add-on activities/ Packages available at the website /Park Child Ticket for children from 5 to 12 years at the Theme park and Waterpark.",1,,,20,,https://www.adlabsimagica.com/snow-park/,,,1
2549,"2017-09-20 12:51:09","Natural Health Care-Embrace Natural Healing!","Natural Health Care",,,,,97,,"87,90,91,92,93,94,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/pexels-photo-268101.jpeg,,,2547,"Nature is a great physician!","Nature is a force to reckon with. So great and powerful that it can defeat any illnesses. In this fast paced life we have disconnected from the nature and it's goodness. Natural Health Care brings a chance to connect with it once more by providing minimum 10% discount on all services.
","Shop No.8, Anandvan Co-op. Housing Society Ltd, Anand Park,Near Srirang, Thane (West)","Near Srirang",,1,0,022-25368713,"2017-09-21 19:00:00","2017-12-24 17:00:00",,"Up to 10% discount on all services.",1,,,10,,,,,1
2612,"2017-09-25 09:23:40","Magic Pixels-Pre Wedding Shoot","Magic Pixels",,"a:3:{s:7:""address"";s:82:""Shop no 3, Near Nakhwa High School, Lokmanya Tilak Road, Thane, Maharashtra 400603"";s:3:""lat"";s:9:""19.182388"";s:3:""lng"";s:17:""72.97704499999998"";}",,,99,,"91,92,93,131",0,1,https://s3-eu-west-1.amazonaws.com/wp-images.digithane.in/uploads/2017/09/WhatsApp-Image-2017-10-05-at-3.51.52-PM.jpeg,,,2533,"Pre-Wedding Shoot","Pre - Wedding Shoot Photographers for your Wedding in Thane. ","Shop no 3, Near Nakhwa High School, Lokmanya Tilak Road, Thane, Maharashtra 400603","Near Nakhwa High School",,1,0,"091679 11698","2017-09-25 05:00:00","2017-12-25 18:00:00",,"Flat 30 % discount on Pre-wedding shoot.",1,,,30,,,,,1
